,GeoID,FIPS,Name,Scale,Area,Lat_Cent,Lon_Cent,Population,Density,Pct_White,Pct_Black,Pct_NatAm,Pct_Asian,Pct_Pacific,Pct_Other,Pct_Two_Plus,Pct_Hispanic,Med_Age,Pct_NotLabor,Pct_Unemp,Pct_Commute,Pct_Service_O,Pct_BlueCollar_O,Pct_FIRE_I,Pct_SNAP,PCI,Pct_Poverty,Pct_Vacant,Med_HomeValue,Pct_Divorced,Pct_NoHS,Pct_Repub,Pct_Fallin,Region
44,0500000US40089,40089,McCurtain County,C,1902.3750013897948,34.1170728,-94.7660863,33164,17.432945647294453,66.0113375949825,8.521288143770352,16.165118803521892,0.05427572066095766,0.0,1.601133759498251,7.646845977566036,5.095887106501025,39.0,46.7,9.4,78.3,19.6,15.8,31.5,23.3,17691,24.6,17.1,73900,12.5,19.0,17.795347028708445,51.242005057266105,2
45,0500000US40091,40091,McIntosh County,C,712.285872138877,35.3690916,-95.6717644,20334,28.547526766100738,70.20261630766204,3.472017310907839,15.181469460017706,0.3688403658896429,0.0,0.029507229271171435,10.745549326251599,2.291728140060982,47.2,51.6,9.8,84.4,17.5,13.7,33.5,17.7,19891,20.7,39.0,83900,13.8,17.1,22.050356621122283,51.22586244304621,1
46,0500000US40093,40093,Major County,C,957.9423376882341,36.3131189,-98.5420147,7639,7.974383947195515,89.6321508050792,0.4189029977745778,3.914124885456211,0.0,0.0,3.822489854693022,2.2123314569969894,8.45660426757429,42.0,36.5,5.2,82.4,13.1,18.7,28.2,13.3,27225,14.3,16.3,87100,9.6,13.0,73.22703474535935,64.4090909090909,4
47,0500000US40095,40095,Marshall County,C,426.9348842132522,34.0270068,-96.770533,15964,37.39211900994731,73.26484590328238,1.4657980456026058,5.737910298170885,0.0,0.0,6.859183162114759,12.672262590829368,15.190428464044098,43.4,47.3,8.3,71.5,19.0,10.0,28.099999999999998,15.4,20831,17.3,40.0,85300,12.8,19.5,30.156640779254968,52.41298625329044,2
48,0500000US40097,40097,Mayes County,C,683.5118191991777,36.303804,-95.2356382,41084,60.10722689204586,68.03378444163178,0.4332586895141661,9.095998442215949,0.44299483984032717,0.04624671404926492,0.053548826793885694,21.89416804595463,3.0036023756206798,39.2,43.4,8.3,83.4,17.4,14.7,30.9,16.0,20848,20.6,17.9,100500,13.6,14.7,37.98434815804543,54.231941961938816,1
49,0500000US40099,40099,Murray County,C,425.09441437442285,34.4857664,-97.0715567,13656,32.124628172535346,75.77621558289397,1.6329818394844757,7.842706502636204,0.40275336848271825,0.0,3.3758055067369654,10.969537199765671,5.352958406561219,41.4,40.1,4.7,82.2,23.9,12.5,30.4,12.3,22809,15.8,22.7,87100,15.4,18.9,23.91013640010698,54.40379403794038,3
50,0500000US40101,40101,Muskogee County,C,839.7798809654898,35.6175506,-95.3839106,70519,83.97319535557905,61.23314284093648,10.948822303209065,14.90803896822133,0.6934301393950566,0.01418057544775167,1.4506728683049959,10.751712304485315,5.521916079354501,37.8,45.0,8.6,80.9,20.3,10.9,34.8,21.5,20312,22.0,14.0,90200,15.3,14.8,26.396744013954226,47.60642009769714,1
51,0500000US40103,40103,Noble County,C,742.5363708524931,36.384901,-97.2363345,11498,15.484763375024103,83.89285093059662,1.6698556270655764,8.001391546355888,0.1652461297616977,0.0,0.9045051313271874,5.3661506348930255,2.930944512089059,40.7,38.0,6.6,79.5,16.1,11.6,33.7,15.8,22996,14.2,14.5,84200,10.0,12.600000000000001,54.94014365522746,65.14736120630569,4
52,0500000US40105,40105,Nowata County,C,580.7843117105493,36.7896148,-95.6133123,10555,18.17370026561666,69.30364756039792,1.7811463761250594,19.81999052581715,0.3694931312174325,0.5684509711037423,0.28422548555187116,7.873045949786831,2.671719564187589,41.9,44.4,8.8,81.2,18.1,15.6,35.3,13.2,20142,16.7,14.9,74600,11.7,15.799999999999999,40.72721235264819,61.21996303142328,1
53,0500000US40107,40107,Okfuskee County,C,628.8703602537772,35.466804,-96.3277619,12260,19.49527402603701,64.18433931484503,7.797716150081565,15.513866231647636,0.28548123980424145,0.0,0.6199021207177814,11.598694942903752,3.605220228384992,40.1,54.0,8.9,77.5,21.7,16.2,34.3,19.6,16664,26.4,20.7,71400,15.4,20.700000000000003,25.74171029668412,48.95635673624288,2
54,0500000US40109,40109,Oklahoma County,C,718.3728023981649,35.5546109,-97.4094007,743145,1034.4837631925059,68.63371212885777,14.97029516446992,2.9710218059732623,3.2191564230399186,0.08248726695328637,3.4488558760403425,6.674471334665509,15.73730564021826,34.2,34.4,6.6,82.2,17.8,10.5,38.400000000000006,15.1,27114,18.5,11.2,129800,13.3,13.899999999999999,44.64568688797692,51.30621948085326,6
55,0500000US40111,40111,Okmulgee County,C,702.3349098556346,35.646879,-95.96458,39606,56.391899995603296,66.0480735242135,8.37246881785588,12.328940059586932,0.28531030651921424,0.0555471393223249,0.41660354491743673,12.49305660758471,3.5221936070292377,39.3,45.6,11.1,80.2,18.6,11.6,36.7,19.4,20198,20.0,15.9,77600,15.6,13.6,29.033051347629353,50.78648945250579,1
56,0500000US40113,40113,Osage County,C,2303.9742700694733,36.6246804,-96.4083854,47937,20.806221936911875,65.72584850950204,11.402465736278867,14.654650895967624,0.15436927634186537,0.11890606420927466,0.7843628095208295,7.159396708179486,3.0999019546488102,42.0,44.5,7.0,84.5,16.6,14.0,31.700000000000003,11.7,22530,16.0,13.5,97300,13.3,12.8,39.028267866144475,52.08388874078024,4
57,0500000US40115,40115,Ottawa County,C,484.6085207847427,36.8357635,-94.8026814,32086,66.21014411393772,69.3947516050614,0.8633048681668019,15.059527519790564,0.6607243034345197,0.829022003365954,1.3494982235242785,11.843171476656487,4.936732531322072,38.5,42.3,9.8,85.4,23.9,11.9,33.9,18.8,18231,22.5,14.7,81600,14.4,16.4,30.239617645159207,56.535070908394026,1
58,0500000US40117,40117,Pawnee County,C,594.7643747291794,36.3137038,-96.6966693,16566,27.853046860016086,79.96498853072558,1.032234697573343,10.455149100567427,0.3742605336230834,0.13280212483399734,0.4708438971387179,7.569721115537849,2.4809851503078595,41.7,42.6,7.6,80.1,16.1,14.4,30.0,10.9,21660,14.5,18.3,85300,13.4,12.299999999999999,42.623660569325686,59.65151102640893,4
59,0500000US40119,40119,Payne County,C,696.9726161274992,36.0792254,-96.9752553,78723,112.94991822978447,80.9115506268816,3.613937476976233,4.6263480812469036,3.8502089605325,0.043189410972650936,0.5843273249241009,6.370438118466014,4.194453971520394,26.9,38.9,6.1,76.1,18.4,9.8,44.6,11.2,21452,25.3,12.3,132700,8.8,9.2,48.78105349963921,51.38242894056848,4
60,0500000US40121,40121,Pittsburg County,C,1377.8256381791075,34.9255401,-95.7481302,45220,32.8198276668457,72.1627598407784,3.403361344537815,9.586466165413533,0.5307386112339673,0.022114108801415303,1.7735515258735073,12.521008403361344,4.307828394515701,41.1,45.9,5.8,85.1,19.8,13.5,31.400000000000002,16.1,22719,19.7,18.8,89400,15.9,15.5,23.40074446448444,50.766961651917406,2
61,0500000US40123,40123,Pontotoc County,C,725.2248848186119,34.7210711,-96.692738,37873,52.222422027716995,71.62622448710164,2.339397459931878,7.401050880574552,0.5544847252660207,0.015842420721886304,0.16106461067251077,17.901935415731522,4.4332373986745175,35.3,37.8,6.8,85.3,19.2,12.8,40.0,15.9,21556,19.2,12.1,102000,13.6,13.399999999999999,31.751340185904688,45.960863020572,2
62,0500000US40125,40125,Pottawatomie County,C,793.4023931613403,35.2113928,-96.957007,70700,89.10989002477457,76.2022630834512,2.7157001414427158,12.926449787835924,0.618104667609618,0.007072135785007072,0.9363507779349363,6.594059405940595,4.572842998585573,37.6,42.1,6.8,83.4,18.9,13.0,34.6,17.5,21682,18.6,11.6,100200,13.7,13.0,41.39506716582251,60.93290472607893,3
63,0500000US40127,40127,Pushmataha County,C,1422.8586506993345,34.3778956,-95.408085,11315,7.9523008096683965,75.31595227574017,1.1135660627485637,12.929739284136103,0.5567830313742819,0.02651347768448962,0.7423773751657092,9.315068493150685,2.9606716747680073,44.8,47.8,11.9,79.3,18.4,17.2,37.9,22.8,20108,25.0,21.7,75600,16.3,19.0,14.895198453991378,51.22330097087379,2
64,0500000US40129,40129,Roger Mills County,C,1146.4235384519975,35.7085544,-99.7415716,3743,3.2649364518929276,90.62249532460594,0.10686615014694097,1.4426930269837028,0.02671653753673524,0.13358268768367618,0.13358268768367618,7.534063585359338,5.8776382580817526,42.0,42.5,2.6,79.6,11.7,18.4,23.2,4.7,26104,15.6,31.4,86500,13.9,8.3,34.29556225764757,63.8228055783429,5
65,0500000US40131,40131,Rogers County,C,711.4970360852108,36.3780816,-95.6013368,88444,124.30691276893486,75.46243950974628,0.9972411921667947,12.332097146216816,0.861562118402605,0.007914612636244402,1.470987291393424,8.867758129437837,3.992356745511284,38.8,35.8,6.0,85.9,14.2,11.4,34.1,9.9,27488,9.3,7.3,142900,11.3,9.4,52.73209648891732,64.01458190931875,1
66,0500000US40133,40133,Seminole County,C,640.4739610116591,35.1583657,-96.6028575,25460,39.75181123645483,68.3503534956795,4.988216810683425,17.8790259230165,0.28279654359780043,0.035349567949725054,1.0722702278083267,7.391987431264729,4.128043990573448,39.5,47.3,8.5,82.3,19.3,15.4,31.0,21.1,18797,23.1,20.4,70500,14.2,17.9,29.226634298595457,55.83979869993709,3
67,0500000US40135,40135,Sequoyah County,C,714.1521768453388,35.5024345,-94.7507569,41720,58.4189215585562,65.97075743048897,2.0829338446788115,14.719558964525408,0.6136145733461169,0.0,0.8437200383509109,15.76941514860978,3.6145733461169707,39.6,46.1,10.3,83.6,20.9,11.8,35.0,19.2,18639,23.4,17.2,88000,14.3,17.7,26.775800711743774,54.120370370370374,1
