,Unweighted Centroid,Population Weighted Centroid,Area Weighted Centroid,Unweighted STD,Population Weighted STD,Area Weighted STD
0,"[35.60574748948374, -96.8799623422562]","[35.59941174365169, -96.84247744890126]","[35.570836421042245, -97.50731189333595]",1.366500392523881,1.3576214070758708,2.2340044040684934
